URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://p21-buy.itunes.apple.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,p21-buy.itunes.apple.com/17.154.66.74,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:11:22,,,,,13,14,38,,,,,,,,,,,,,,
https://api.myfitnesspal.com/v2/events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,599,9,75,298,5,26,186,5.241211,591.0156,7.098633,,1766,1260,,189,0,,
https://e.crashlytics.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,e.crashlytics.com/54.243.102.184,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:11:23,,,,,6,86,322,,,,,,,,,,,,,,
https://api.amplitude.com/,COMPLETE,200,https,POST,,198.18.72.253/198.18.72.253,0,api.amplitude.com/54.200.129.77,443,,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,297,5,35,134,6,8,109,9.350586,421.38672,31.12793,,272,2317,,248,7,,
https://ads.mopub.com/m/open?v=8&udid=ifa:E00218B0-F0BB-45CC-924B-8797938F9F06&id=com.myfitnesspal.mfp&av=7.36&st=1,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,ads.mopub.com/192.48.236.11,443,,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,451,13,74,274,1,8,81,1.5546875,377.9297,40.405273,,387,,,282,49,,-113.0%
https://api.myfitnesspal.com/v2/activity/timeline?step_tracking_available=true&max_items=25,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,479,3,63,300,2,10,101,12.120117,861.3281,408.30078,,1764,,,533,3648,,78.0%
https://z.moatads.com/UND/ios/c1d7520/status.json?ts=549684683066&v=3.3.2,COMPLETE,200,https,GET,application/octet-stream,198.18.72.253/198.18.72.253,0,z.moatads.com/23.43.242.125,443,,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,271,6,44,157,1,27,36,2.352539,241.21094,14.68457,,247,,,394,12,,
https://mobilesync.api.ua.com/v2.1/sync?application=MYFITNESSPAL&sync_token=aP4zVMckCr7hD41zBbdmfPNGClZV5tVIMxumWvk7FRB2YsHH0tskGa1ynDodmrTLuuoPIoTkqd_yjUBbSJDpP2jtJVxy32AV4dL2O7Y_f8U,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,mobilesync.api.ua.com/34.199.192.97,443,,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,470,10,67,284,1,8,100,2.274414,682.6172,48.339844,,699,,,384,12,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:23,02 Jun 2018 19:11:23,02 Jun 2018 19:11:24,02 Jun 2018 19:11:24,641,37,98,238,4,45,219,5.223633,344.9707,43.75,,897,516,,1868,148,,
https://api.myfitnesspal.com/v2/events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:24,02 Jun 2018 19:11:24,02 Jun 2018 19:11:24,02 Jun 2018 19:11:24,144,,,,5,6,133,15.245117,402.14844,30.761719,,1765,294,,189,0,,
https://sync.myfitnesspal.com/iphone_api/synchronize?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:24,02 Jun 2018 19:11:24,02 Jun 2018 19:11:25,02 Jun 2018 19:11:25,801,3,63,234,4,14,483,12.416992,521.97266,561.3135,,895,1243,,1847,6200,,
https://api.myfitnesspal.com/v2/sync?sync_token=okURlydXmTJ7uOcbelSp7w,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:25,02 Jun 2018 19:11:25,02 Jun 2018 19:11:25,02 Jun 2018 19:11:25,90,,,,1,8,81,21.99414,1702.1484,34.66797,,1743,,,272,12,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:26,02 Jun 2018 19:11:26,02 Jun 2018 19:11:26,02 Jun 2018 19:11:26,651,2,119,235,4,40,251,5.098633,344.9707,48.48633,,897,516,,1838,148,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,219,,,,5,39,175,15.290039,275.97656,50.48047,,897,516,,1868,148,,
https://api.myfitnesspal.com/v2/activity/timeline?max_items=25&user_id=133193263943165,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,90,,,,1,7,82,25.259766,1717.7734,79.37988,,1759,,,531,38,,-216.7%
https://api.myfitnesspal.com/v2/events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,02 Jun 2018 19:11:28,02 Jun 2018 19:11:28,153,,,,6,11,136,16.945312,401.3672,16.77832,,1765,701,,189,0,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:27,02 Jun 2018 19:11:27,02 Jun 2018 19:11:28,02 Jun 2018 19:11:28,204,,,,5,39,160,16.414062,275.97656,50.48047,,897,516,,1868,148,,
https://api.myfitnesspal.com/v2/activity/timeline?max_items=25&user_id=133193263943165,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:28,02 Jun 2018 19:11:28,02 Jun 2018 19:11:28,02 Jun 2018 19:11:28,94,,,,2,8,84,24.18457,858.8867,69.45801,,1759,,,531,38,,-216.7%
https://api.myfitnesspal.com/v2/diary,COMPLETE,400,https,POST,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:29,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,2328,,,,1906,20,402,683.35645,834.2715,36.621094,,1768,1626518,,627,123,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:29,02 Jun 2018 19:11:29,02 Jun 2018 19:11:29,02 Jun 2018 19:11:29,222,,,,5,57,160,15.074219,275.97656,34.504883,,897,516,,1866,148,,
https://api.myfitnesspal.com/v2/challenges?user_age=22&user_country_code=US&user_gender=male&user_id=133193263943165&user_status=eligible,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:30,02 Jun 2018 19:11:30,02 Jun 2018 19:11:30,02 Jun 2018 19:11:30,94,,,,1,9,84,34.36621,1767.5781,162.54297,,1810,,,257,1241,,50.0%
https://api.myfitnesspal.com/v2/challenges?user_age=22&user_country_code=US&user_gender=male&user_id=133193263943165&user_status=joined,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,91,,,,2,12,77,22.481445,882.8125,23.355469,,1808,,,255,32,,-166.7%
https://d3jayjmgfxdmlg.cloudfront.net/uploads/assets/011a3034-eabb-45d3-aa45-35d3fe1e7f54.png,COMPLETE,200,https,GET,application/octet-stream,198.18.72.253/198.18.72.253,0,d3jayjmgfxdmlg.cloudfront.net/52.84.237.207,443,,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,02 Jun 2018 19:11:31,232,13,7,65,2,133,12,115.40625,140.625,199.19629,,288,,,455,26674,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:32,02 Jun 2018 19:11:32,02 Jun 2018 19:11:33,02 Jun 2018 19:11:33,290,,,,5,39,246,11.546875,275.97656,50.48047,,897,516,,1868,148,,
https://api.myfitnesspal.com/v2/events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:33,02 Jun 2018 19:11:33,02 Jun 2018 19:11:33,02 Jun 2018 19:11:33,154,,,,6,10,138,17.16504,409.83008,18.457031,,1765,753,,189,0,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:33,02 Jun 2018 19:11:33,02 Jun 2018 19:11:33,02 Jun 2018 19:11:34,204,,,,4,40,160,16.414062,344.9707,49.21875,,897,516,,1868,148,,
https://api.myfitnesspal.com/v2/activity/timeline?max_items=25&user_id=133193263943165,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:34,02 Jun 2018 19:11:34,02 Jun 2018 19:11:34,02 Jun 2018 19:11:34,170,,,,2,12,156,13.373047,858.8867,46.304688,,1759,,,531,38,,-216.7%
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:36,02 Jun 2018 19:11:36,02 Jun 2018 19:11:36,02 Jun 2018 19:11:36,293,,,,7,42,244,11.428711,197.12598,46.875,,897,516,,1868,148,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:39,02 Jun 2018 19:11:39,02 Jun 2018 19:11:39,02 Jun 2018 19:11:39,208,,,,5,36,167,15.986328,275.97656,54.036133,,897,516,,1844,148,,
http://blog.myfitnesspal.com/?4a934b73fd678698ea3c05a172f2107d=false,COMPLETE,301,http,GET,text/html,198.18.72.253/198.18.72.253,0,blog.myfitnesspal.com/52.84.237.164,80,,02 Jun 2018 19:11:41,02 Jun 2018 19:11:41,02 Jun 2018 19:11:41,02 Jun 2018 19:11:41,207,19,5,,2,14,167,5.0996094,232.42188,42.20117,,476,,,427,178,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:41,02 Jun 2018 19:11:41,02 Jun 2018 19:11:42,02 Jun 2018 19:11:42,249,,,,6,40,203,13.423828,229.98047,49.072266,,897,516,,1862,148,,
https://blog.myfitnesspal.com,EXCEPTION,0,https,CONNECT,,198.18.72.253/198.18.72.253,0,blog.myfitnesspal.com/52.84.237.164,443,com.xk72.proxy.ProxyException: EOF,02 Jun 2018 19:11:42,,,,,2,5,,,,,,,,,,,,,,,
https://sync.myfitnesspal.com/iphone_api/action_request?lang=en-US,COMPLETE,200,https,POST,application/octet-stream,198.18.72.253/198.18.72.253,0,sync.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:45,02 Jun 2018 19:11:45,02 Jun 2018 19:11:45,02 Jun 2018 19:11:45,210,,,,6,39,165,15.955078,229.98047,50.530273,,897,516,,1870,148,,
https://api.myfitnesspal.com/v2/events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:46,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,154,,,,5,6,143,17.18457,492.3828,30.761719,,1765,756,,189,0,,
https://api.myfitnesspal.com/v2/events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,143,,,,5,6,132,19.039062,507.6172,30.761719,,1765,834,,189,0,,
https://pubads.g.doubleclick.net/gampad/ads?os_version=11.2.5&u_sso=any&ios_base_sdk=11.3&request_id=21&u_mwsso=any&u_so=p&js=afma-sdk-i-v7.24.1&sai=1&ios_app_volume=1&is_other_audio_playing=0&ios_output_volume=0.375&ios_current_boot_timestamp_ms=71331407.985&eid=318477469%2C318479700%2C318479485%2C318480377%2C318480918&request_origin=pub&ms=TG3wqijjpCsYEF3wsilY06tSodtZEdbJ-H29BKC4LZnXufc2BASm3gEN20netKwRbeTyD3uIQ1k0IgENagKSLmHZG7f1WJ-FP4Wf4-r4SvqUPvmm-J7KIBADwPs6T1DEL81vizWAnQ_SIkozk46ZdXZBSs9EZuHjf5S_yxqLoF7zWO_9KBgwa5l4HO3rwRAwCPCQhDYWpEf0HxTTIFUQUcngAH_rJ6niTgWixp8-fQ3wPAuIvxDe_1hKORaSIXeuDmF4LrOvFytr0BfOYD6Lf_V_zm0tK9sSbFl6PxmMI7uZw_Uo_hBrJYvUBX7VCKPJLVLkz3QgbmQYCE3BhB2G0w&hl=en&u_sd=3&ios_key_window_w=375&cellular_country_code=310&u_w=375&ios_radio=CTRadioAccessTechnologyLTE&u_h=812&submodel=iPhone10%2C6&ios_key_window_h=812&cap_bs=1&net=wi&ios_app_muted=0&binary_arch=arm64&should_silence_audio=0&cellular_network_code=410&_c_csdk_npa_o=false&_ad_b=320x50&format=320x50_as&_package_name=com.myfitnesspal.mfp&an=21969.iphone.com.myfitnesspal.mfp&u_audio=1&swipeable=1&adk=3760800533&preqs=-4&seq_num=29&pimp=8&preqs_in_session=0&time_in_session=0&basets=17&bas_on=0&oar=0&currts=2505586&bas_off=0&crqc=1&treq=207173&tfetch=207206&tresponse=207733&tload=0&dload=-207173&timp=0&ismediation=true&output=html&region=mobile_app&u_tz=-420&url=21969.iphone.com.myfitnesspal.mfp.adsenseformobileapps.com&gdfp_req=1&markup=html&m_ast=afmajs&impl=ifr&iu=%2F17729925%2FUACF_M%2FMFP%2FNewsFeed&sz=320x50&correlator=823662976418053&_hl=en-us&gsb=wi&caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_navc_ct_dinmo_gcache&swdr=false&cap=a&blockAutoClicks=true&forceHttps=true&includeDoritos=true&uulel=48&blob=ABPQqLGvYL-3zDfHwpbQPs5b5BS8hpDdjT-Lv3BLO8jj4tjH31h_q3bq182RaYYj5zwxQPYK73rzLVPLO4zAX81xia-Ta_NZPhqqJx0rteeZFREzhLgvjURFJwrIe-InqzDZQ5yf3OQ4lUtWvnf4HLJheEC0fhaXLFpeYpSdl5LxP87oPwC1t6c1XoYnwzKCO_g6QLYl8_Hi1rD2hFZnVhuVlHUmKMAPX15zFijX6-aHiLnHGpnj3enlpsx-HgSJwtvj5biEdiNZq7q9tY0WmS7He2bO39gPIcYdQquueKw2R6eukLVlyaskf6DtSw&et=8&tcar=10&jsv=4-production-sdk_20180530_RC02&urll=2175,COMPLETE,200,https,GET,application/json; charset=UTF-8,198.18.72.253/198.18.72.253,0,pubads.g.doubleclick.net/172.217.164.98,443,,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,173,4,5,87,2,10,65,60.004883,1237.793,790.52734,,2535,,,6553,1542,,52.0%
https://api.myfitnesspal.com/v2/events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,api.myfitnesspal.com/52.54.203.253,443,,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,02 Jun 2018 19:11:47,177,,,,5,10,162,12.314453,399.02344,18.457031,,1765,278,,189,0,,
https://identity.api.ua.com/client-events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,identity.api.ua.com/50.17.173.166,443,,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,498,6,63,247,5,6,171,1.7978516,136.91406,35.15625,,411,290,,216,0,,
https://identity.api.ua.com/client-events,COMPLETE,202,https,POST,,198.18.72.253/198.18.72.253,0,identity.api.ua.com/50.17.173.166,443,,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,426,8,64,272,5,6,71,6.0058594,469.53125,35.15625,,412,1992,,216,0,,
https://btlr.sharethrough.com/v3?appId=com.myfitnesspal.mfp&appName=MyFitnessPal&uid=E00218B0-F0BB-45CC-924B-8797938F9F06&placement_key=51929922,COMPLETE,200,https,GET,application/json; charset=utf-8,198.18.72.253/198.18.72.253,0,btlr.sharethrough.com/52.54.194.109,443,,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,02 Jun 2018 19:11:48,428,8,65,239,2,8,106,3.5136719,187.01172,141.23535,,383,,,305,852,,47.5%
